65.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,FINEST;DATA_ACCESS,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
15:26:06.0 (76658722)|STATEMENT_EXECUTE|[60]
15:26:06.0 (76671435)|HEAP_ALLOCATE|[60]|Bytes:4
15:26:06.0 (76705218)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:26:06.0 (76710916)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
15:26:06.0 (76714205)|STATEMENT_EXECUTE|[61]
15:26:06.0 (76775929)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
15:26:06.0 (76779878)|STATEMENT_EXECUTE|[63]
15:26:06.0 (76815012)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:26:06.0 (76829141)|HEAP_ALLOCATE|[58]|Bytes:5
15:26:06.0 (76837520)|HEAP_ALLOCATE|[58]|Bytes:52
15:26:06.0 (76842229)|VARIABLE_SCOPE_BEGIN|[58]|bs|TREX1__Billing_Schedule__c|true|false
15:26:06.0 (76993343)|VARIABLE_ASSIGNMENT|[58]|bs|{"TREX1__Is_Billable__c":true,"TREX1__Transaction_Line_Item__r":{"TREX1__Account__c":"001cf00000AYuJ8AAL","Id":"a3Dcf0000005W45EAE"},"TREX1__Term_Type__c":"Monthly","TREX1__Billing_Schedule_Group__c":"a1lcf0000015QpJAAU","TREX1__TP2StoredAccount__c":"a83cf0000001vM1AAI","TREX1__Transaction_Line_Item__c":"a3Dcf0000005W45EAE","TREX1__TP2StoredAccount__r":{"TPAY2__SA_CardScheme__c":"Visa","Id":"a83cf0000001vM1AAI","TPAY2__SA_ExpirationMonth__c":"12","TPAY2__SA_ExpirationYear__c":"39","TPAY2__SA_LastFourCardNumber__c":"1111","TPAY2__SA_Alias__c":"Pompompurin's Visa"},"TREX1__Start_Date__c":"2025-08-01T00:00:00.000Z","Id":"a1mcf000000B4GQAA0","TREX1__Billing_Schedule_Group__r":{"TREX1__bsg_Global_Billing_Group__c":"a2M1U000000xxfRUAQ","Id":"a1lcf0000015QpJAAU","TREX1__bsg_Global_Billing_Group__r":{"TREX1__Monthly_Billing_Day__c":5,"Id":"a2M1U000000xxfRUAQ","Name":"GBG Membership - 5th (13 more) ..."},"Name":"BSG-0785236"},"TREX1__Amount__c":100.00,"Name":"BS-0001365179"}|0x144b3d9d
15:26:06.0 (77002112)|STATEMENT_EXECUTE|[58]
15:26:06.0 (77013014)|STATEMENT_EXECUTE|[59]
15:26:06.0 (77014019)|STATEMENT_EXECUTE|[63]
15:26:06.0 (77028715)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:26:06.0 (77035610)|HEAP_ALLOCATE|[58]|Bytes:5
15:26:06.0 (77040847)|HEAP_ALLOCATE|[58]|Bytes:52
15:26:06.0 (77044005)|VARIABLE_SCOPE_BEGIN|[58]|bs|TREX1__Billing_Schedule__c|true|false
15:26:06.0 (77176922)|VARIABLE_ASSIGNMENT|[58]|bs|{"TREX1__Is_Billable__c":true,"TREX1__Transaction_Line_Item__r":{"TREX1__Account__c":"001cf00000AYuJ8AAL","Id":"a3Dcf0000005WC9EAM"},"TREX1__Term_Type__c":"Monthly","TREX1__Billing_Schedule_Group__c":"a1lcf0000015QpJAAU","TREX1__TP2StoredAccount__c":"a83cf0000001vM1AAI","TREX1__Transaction_Line_Item__c":"a3Dcf0000005WC9EAM","TREX1__TP2StoredAccount__r":{"TPAY2__SA_CardScheme__c":"Visa","Id":"a83cf0000001vM1AAI","TPAY2__SA_ExpirationMonth__c":"12","TPAY2__SA_ExpirationYear__c":"39","TPAY2__SA_LastFourCardNumber__c":"1111","TPAY2__SA_Alias__c":"Pompompurin's Visa"},"TREX1__Start_Date__c":"2025-08-01T00:00:00.000Z","Id":"a1mcf0000009IfFAAU","TREX1__Billing_Schedule_Group__r":{"TREX1__bsg_Global_Billing_Group__c":"a2M1U000000xxfRUAQ","Id":"a1lcf0000015QpJAAU","TREX1__bsg_Global_Billing_Group__r":{"TREX1__Monthly_Billing_Day__c":5,"Id":"a2M1U000000xxfRUAQ","Name":"GBG Membership - 5th (13 more) ..."},"Name":"BSG-0785236"},"TREX1__Amount__c":-38.00,"Name":"BS-0001364476"}|0x1bd9d5dd
15:26:06.0 (77185052)|STATEMENT_EXECUTE|[58]
15:26:06.0 (77192972)|STATEMENT_EXECUTE|[59]
15:26:06.0 (77193881)|STATEMENT_EXECUTE|[63]
15:26:06.0 (77206996)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:26:06.0 (77213358)|HEAP_ALLOCATE|[58]|Bytes:5
15:26:06.0 (77218276)|HEAP_ALLOCATE|[58]|Bytes:52
15:26:06.0 (77221203)|VARIABLE_SCOPE_BEGIN|[58]|bs|TREX1__Billing_Schedule__c|true|false
15:26:06.0 (77350643)|VARIABLE_ASSIGNMENT|[58]|bs|{"TREX1__Is_Billable__c":true,"TREX1__Transaction_Line_Item__r":{"TREX1__Account__c":"001cf00000AYuJ8AAL","Id":"a3Dcf0000005WIbEAM"},"TREX1__Term_Type__c":"One Time","TREX1__Billing_Schedule_Group__c":"a1lcf0000015RILAA2","TREX1__TP2StoredAccount__c":"a83cf0000001vM1AAI","TREX1__Transaction_Line_Item__c":"a3Dcf0000005WIbEAM","TREX1__TP2StoredAccount__r":{"TPAY2__SA_CardScheme__c":"Visa","Id":"a83cf0000001vM1AAI","TPAY2__SA_ExpirationMonth__c":"12","TPAY2__SA_ExpirationYear__c":"39","TPAY2__SA_LastFourCardNumber__c":"1111","TPAY2__SA_Alias__c":"Pompompurin's Visa"},"TREX1__Start_Date__c":"2025-07-22T00:00:00.000Z","Id":"a1mcf0000009IwzAAE","TREX1__Billing_Schedule_Group__r":{"TREX1__bsg_Global_Billing_Group__c":"a2M1U000000xxfRUAQ","Id":"a1lcf0000015RILAA2","TREX1__bsg_Global_Billing_Group__r":{"TREX1__Monthly_Billing_Day__c":5,"Id":"a2M1U000000xxfRUAQ","Name":"GBG Membership - 5th (13 more) ..."},"Name":"BSG-0785239"},"TREX1__Amount__c":82.99,"Name":"BS-0001364482"}|0x5d2f117b
15:26:06.0 (77358750)|STATEMENT_EXECUTE|[58]
15:26:06.0 (77366353)|STATEMENT_EXECUTE|[59]
15:26:06.0 (77367311)|STATEMENT_EXECUTE|[60]
15:26:06.0 (77372598)|HEAP_ALLOCATE|[60]|Bytes:4
15:26:06.0 (77381062)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:26:06.0 (77383063)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
15:26:06.0 (77386010)|STATEMENT_EXECUTE|[61]
15:26:06.0 (77394113)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
15:26:06.0 (77397107)|STATEMENT_EXECUTE|[63]
15:26:06.0 (77409094)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:26:06.0 (77415338)|HEAP_ALLOCATE|[58]|Bytes:5
15:26:06.0 (77420203)|HEAP_ALLOCATE|[58]|Bytes:52
15:26:06.0 (77423063)|VARIABLE_SCOPE_BEGIN|[58]|bs|TREX1__Billing_Schedule__c|true|false
15:26:06.0 (77549711)|VARIABLE_ASSIGNMENT|[58]|bs|{"TREX1__Is_Billable__c":true,"TREX1__Transaction_Line_Item__r":{"TREX1__Account__c":"001cf00000AYuJ8AAL","Id":"a3Dcf0000005WIcEAM"},"TREX1__Term_Type__c":"One Time","TREX1__Billing_Schedule_Group__c":"a1lcf0000015RILAA2","TREX1__TP2StoredAccount__c":"a83cf0000001vM1AAI","TREX1__Transaction_Line_Item__c":"a3Dcf0000005WIcEAM","TREX1__TP2StoredAccount__r":{"TPAY2__SA_CardScheme__c":"Visa","Id":"a83cf0000001vM1AAI","TPAY2__SA_ExpirationMonth__c":"12","TPAY2__SA_ExpirationYear__c":"39","TPAY2__SA_LastFourCardNumber__c":"1111","TPAY2__SA_Alias__c":"Pompompurin's Visa"},"TREX1__Start_Date__c":"2025-08-22T00:00:00.000Z","Id":"a1mcf0000009Ix0AAE","TREX1__Billing_Schedule_Group__r":{"TREX1__bsg_Global_Billing_Group__c":"a2M1U000000xxfRUAQ","Id":"a1lcf0000015RILAA2","TREX1__bsg_Global_Billing_Group__r":{"TREX1__Monthly_Billing_Day__c":5,"Id":"a2M1U000000xxfRUAQ","Name":"GBG Membership - 5th (13 more) ..."},"Name":"BSG-0785239"},"TREX1__Amount__c":82.99,"Name":"BS-0001364483"}|0x2ae01e35
15:26:06.0 (77557523)|STATEMENT_EXECUTE|[58]
15:26:06.0 (77564823)|STATEMENT_EXECUTE|[59]
15:26:06.0 (77565871)|STATEMENT_EXECUTE|[63]
15:26:06.0 (77578074)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:26:06.0 (77584256)|HEAP_ALLOCATE|[58]|Bytes:5
15:26:06.0 (77588821)|HEAP_ALLOCATE|[58]|Bytes:52
15:26:06.0 (77592082)|VARIABLE_SCOPE_BEGIN|[58]|bs|TREX1__Billing_Schedule__c|true|false
15:26:06.0 (77716788)|VARIABLE_ASSIGNMENT|[58]|bs|{"TREX1__Is_Billable__c":true,"TREX1__Transaction_Line_Item__r":{"TREX1__Account__c":"001cf00000AYuJ8AAL","Id":"a3Dcf0000005WIdEAM"},"TREX1__Term_Type__c":"One Time","TREX1__Billing_Schedule_Group__c":"a1lcf0000015RILAA2","TREX1__TP2StoredAccount__c":"a83cf0000001vM1AAI","TREX1__Transaction_Line_Item__c":"a3Dcf0000005WIdEAM","TREX1__TP2StoredAccount__r":{"TPAY2__SA_CardScheme__c":"Visa","Id":"a83cf0000001vM1AAI","TPAY2__SA_ExpirationMonth__c":"12","TPAY2__SA_ExpirationYear__c":"39","TPAY2__SA_LastFourCardNumber__c":"1111","TPAY2__SA_Alias__c":"Pompompurin's Visa"},"TREX1__Start_Date__c":"2025-09-22T00:00:00.000Z","Id":"a1mcf0000009Ix1AAE","TREX1__Billing_Schedule_Group__r":{"TREX1__bsg_Global_Billing_Group__c":"a2M1U000000xxfRUAQ","Id":"a1lcf0000015RILAA2","TREX1__bsg_Global_Billing_Group__r":{"TREX1__Monthly_Billing_Day__c":5,"Id":"a2M1U000000xxfRUAQ","Name":"GBG Membership - 5th (13 more) ..."},"Name":"BSG-0785239"},"TREX1__Amount__c":82.99,"Name":"BS-0001364484"}|0x678a7921
15:26:06.0 (77724623)|STATEMENT_EXECUTE|[58]
15:26:06.0 (77732138)|STATEMENT_EXECUTE|[59]
15:26:06.0 (77733076)|STATEMENT_EXECUTE|[63]
15:26:06.0 (77745633)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:26:06.0 (77751809)|HEAP_ALLOCATE|[58]|Bytes:5
15:26:06.0 (77756314)|HEAP_ALLOCATE|[58]|Bytes:52
15:26:06.0 (77759278)|VARIABLE_SCOPE_BEGIN|[58]|bs|TREX1__Billing_Schedule__c|true|false
15:26:06.0 (77892769)|VARIABLE_ASSIGNMENT|[58]|bs|{"TREX1__Is_Billable__c":true,"TREX1__Transaction_Line_Item__r":{"TREX1__Account__c":"001cf00000AYuJ8AAL","Id":"a3Dcf0000005XOMEA2"},"TREX1__Term_Type__c":"One Time","TREX1__Billing_Schedule_Group__c":"a1lcf0000015bUbAAI","TREX1__TP2StoredAccount__c":"a83cf0000001wtBAAQ","TREX1__Transaction_Line_Item__c":"a3Dcf0000005XOMEA2","TREX1__TP2StoredAccount__r":{"TPAY2__SA_CardScheme__c":"Visa","Id":"a83cf0000001wtBAAQ","TPAY2__SA_ExpirationMonth__c":"07","TPAY2__SA_ExpirationYear__c":"35","TPAY2__SA_LastFourCardNumber__c":"1111","TPAY2__SA_Alias__c":"Muffin's Visa"},"TREX1__Start_Date__c":"2025-07-28T00:00:00.000Z","Id":"a1mcf0000009LRpAAM","TREX1__Billing_Schedule_Group__r":{"TREX1__bsg_Global_Billing_Group__c":"a2M8W000000lFbDUAU","Id":"a1lcf0000015bUbAAI","TREX1__bsg_Global_Billing_Group__r":{"TREX1__Monthly_Billing_Day__c":1,"Id":"a2M8W000000lFbDUAU","Name":"GBG Camp - 1st of th (7 more) ..."},"Name":"BSG-0785248"},"TREX1__Amount__c":403.00,"Name":"BS-0001364495"}|0x32283f30
15:26:06.0 (77900829)|STATEMENT_EXECUTE|[58]
15:26:06.0 (77908318)|STATEMENT_EXECUTE|[59]
15:26:06.0 (77909232)|STATEMENT_EXECUTE|[60]
15:26:06.0 (77914174)|HEAP_ALLOCATE|[60]|Bytes:4
15:26:06.0 (77921416)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:26:06.0 (77923286)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
15:26:06.0 (77925918)|STATEMENT_EXECUTE|[61]
15:26:06.0 (77932956)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
15:26:06.0 (77935897)|STATEMENT_EXECUTE|[63]
15:26:06.0 (77947480)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:26:06.0 (77953668)|HEAP_ALLOCATE|[58]|Bytes:5
15:26:06.0 (77958058)|HEAP_ALLOCATE|[58]|Bytes:52
15:26:06.0 (77960818)|VARIABLE_SCOPE_BEGIN|[58]|bs|TREX1__Billing_Schedule__c|true|false
15:26:06.0 (78103346)|VARIABLE_ASSIGNMENT|[58]|bs|{"TREX1__Is_Billable__c":true,"TREX1__Transaction_Line_Item__r":{"TREX1__Account__c":"001cf00000AYuJ8AAL","Id":"a3Dcf0000006HseEAE"},"TREX1__Term_Type__c":"Monthly","TREX1__Billing_Schedule_Group__c":"a1lcf000001cN1RAAU","TREX1__TP2StoredAccount__c":"a838W000000kxOtQAI","TREX1__Transaction_Line_Item__c":"a3Dcf0000006HseEAE","TREX1__TP2StoredAccount__r":{"TPAY2__SA_Alias__c":"Children's Council o (30 more) ...","Id":"a838W000000kxOtQAI"},"TREX1__Start_Date__c":"2025-10-01T00:00:00.000Z","Id":"a1mcf000000B0BBAA0","TREX1__Billing_Schedule_Group__r":{"TREX1__bsg_Global_Billing_Group__c":"a2M1U000001IXQ5UAO","Id":"a1lcf000001cN1RAAU","TREX1__bsg_Global_Billing_Group__r":{"TREX1__Monthly_Billing_Day__c":1,"Id":"a2M1U000001IXQ5UAO","Name":"GBG Programs - 1st o (11 more) ..."},"Name":"BSG-0785529"},"TREX1__Amount__c":255.00,"Name":"BS-0001365139"}|0x17a944c7
15:26:06.0 (78111727)|STATEMENT_EXECUTE|[58]
15:26:06.0 (78120836)|STATEMENT_EXECUTE|[59]
15:26:06.0 (78121708)|STATEMENT_EXECUTE|[60]
15:26:06.0 (78126662)|HEAP_ALLOCATE|[60]|Bytes:4
15:26:06.0 (78133496)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:26:06.0 (78135464)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
15:26:06.0 (78138288)|STATEMENT_EXECUTE|[61]
15:26:06.0 (78145013)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
15:26:06.0 (78147841)|STATEMENT_EXECUTE|[63]
15:26:06.0 (78160251)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:26:06.0 (78166888)|HEAP_ALLOCATE|[58]|Bytes:5
15:26:06.0 (78171554)|HEAP_ALLOCATE|[58]|Bytes:52
15:26:06.0 (78174402)|VARIABLE_SCOPE_BEGIN|[58]|bs|TREX1__Billing_Schedule__c|true|false
15:26:06.0 (78310876)|VARIABLE_ASSIGNMENT|[58]|bs|{"TREX1__Is_Billable__c":true,"TREX1__Transaction_Line_Item__r":{"TREX1__Account__c":"001cf00000AYuJ8AAL","Id":"a3Dcf0000006HsfEAE"},"TREX1__Term_Type__c":"Monthly","TREX1__Billing_Schedule_Group__c":"a1lcf000001cN1SAAU","TREX1__TP2StoredAccount__c":"a83cf0000001wtBAAQ","TREX1__Transaction_Line_Item__c":"a3Dcf0000006HsfEAE","TREX1__TP2StoredAccount__r":{"TPAY2__SA_CardScheme__c":"Visa","Id":"a83cf0000001wtBAAQ","TPAY2__SA_ExpirationMonth__c":"07","TPAY2__SA_ExpirationYear__c":"35","TPAY2__SA_LastFourCardNumber__c":"1111","TPAY2__SA_Alias__c":"Muffin's Visa"},"TREX1__Start_Date__c":"2025-10-01T00:00:00.000Z","Id":"a1mcf000000B0BCAA0","TREX1__Billing_Schedule_Group__r":{"TREX1__bsg_Global_Billing_Group__c":"a2M1U000001IXQ5UAO","Id":"a1lcf000001cN1SAAU","TREX1__bsg_Global_Billing_Group__r":{"TREX1__Monthly_Billing_Day__c":1,"Id":"a2M1U000001IXQ5UAO","Name":"GBG Programs - 1st o (11 more) ..."},"Name":"BSG-0785530"},"TREX1__Amount__c":255.00,"Name":"BS-0001365140"}|0x3d12f1b1
15:26:06.0 (78318973)|STATEMENT_EXECUTE|[58]
15:26:06.0 (78326679)|STATEMENT_EXECUTE|[59]
15:26:06.0 (78327564)|STATEMENT_EXECUTE|[60]
15:26:06.0 (78332153)|HEAP_ALLOCATE|[60]|Bytes:4
15:26:06.0 (78338428)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:26:06.0 (78340249)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
15:26:06.0 (78343006)|STATEMENT_EXECUTE|[61]
15:26:06.0 (78349383)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
15:26:06.0 (78352290)|STATEMENT_EXECUTE|[63]
15:26:06.0 (78364038)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:26:06.0 (78369903)|HEAP_ALLOCATE|[58]|Bytes:5
15:26:06.0 (78374701)|HEAP_ALLOCATE|[58]|Bytes:52
15:26:06.0 (78377551)|VARIABLE_SCOPE_BEGIN|[58]|bs|TREX1__Billing_Schedule__c|true|false
15:26:06.0 (78499434)|VARIABLE_ASSIGNMENT|[58]|bs|{"TREX1__Is_Billable__c":true,"TREX1__Transaction_Line_Item__r":{"TREX1__Account__c":"001cf00000AYuJ8AAL","Id":"a3Dcf0000006HsgEAE"},"TREX1__Term_Type__c":"Monthly","TREX1__Billing_Schedule_Group__c":"a1lcf000001cN1TAAU","TREX1__TP2StoredAccount__c":"a83cf0000002185AAA","TREX1__Transaction_Line_Item__c":"a3Dcf0000006HsgEAE","TREX1__TP2StoredAccount__r":{"TPAY2__SA_Alias__c":"Pompompurin ACH","Id":"a83cf0000002185AAA"},"TREX1__Start_Date__c":"2025-10-01T00:00:00.000Z","Id":"a1mcf000000B0BDAA0","TREX1__Billing_Schedule_Group__r":{"TREX1__bsg_Global_Billing_Group__c":"a2M1U000001IXQ5UAO","Id":"a1lcf000001cN1TAAU","TREX1__bsg_Global_Billing_Group__r":{"TREX1__Monthly_Billing_Day__c":1,"Id":"a2M1U000001IXQ5UAO","Name":"GBG Programs - 1st o (11 more) ..."},"Name":"BSG-0785531"},"TREX1__Amount__c":255.00,"Name":"BS-0001365141"}|0x965c443
15:26:06.0 (78506688)|STATEMENT_EXECUTE|[58]
15:26:06.0 (78514299)|STATEMENT_EXECUTE|[59]
15:26:06.0 (78515218)|STATEMENT_EXECUTE|[60]
15:26:06.0 (78519771)|HEAP_ALLOCATE|[60]|Bytes:4
15:26:06.0 (78663084)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:26:06.0 (78666389)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
15:26:06.0 (78669854)|STATEMENT_EXECUTE|[61]
15:26:06.0 (78681934)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
15:26:06.0 (78684827)|STATEMENT_EXECUTE|[63]
15:26:06.0 (78703957)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:26:06.0 (78712431)|HEAP_ALLOCATE|[58]|Bytes:5
15:26:06.0 (78719198)|HEAP_ALLOCATE|[58]|Bytes:52
15:26:06.0 (78722705)|VARIABLE_SCOPE_BEGIN|[58]|bs|TREX1__Billing_Schedule__c|true|false
